after_cell,wallclock_min,cot,cot_copper,err_vx,ss_vx_var,mech_power_w
0,0.4,0.5083388321091054,9.645961608512469,0.06447549909353256,0.0012335374485701323,194.37759399414062
12,36.7,0.5130611709696664,9.78367593977945,0.06454044580459595,0.0011464989511296153,195.52676391601562
24,81.5,0.5130412940475236,9.921693777534628,0.06465177983045578,0.0011776394676417112,190.89773559570312
