label,hl_algorithm,goal_components,c,seed,err_vx,err_vy,err_yaw,ss_err_vx,ss_err_vy,t90_s,fall_rate,mean_ep_len,action_rate,act_legs,jacc,jacc_legs,jacc_arms,jacc_legs_p95,jacc_arms_p95,ajit_legs,ajit_legs_p95,qjit_legs,qjit_legs_p95,act_legs_rad,orient_dev,height_dev,ub_pose_dev,ub_arm_vel,mech_power_w,gait_match,cot,mech_power_copper_w,cot_copper,omega_xy,ss_vx_var,stride_period_s,T_pinned,payload_kg,vx_pinned,repeat,eval_steps
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.05937298387289047,0.07102425396442413,0.09512607753276825,0.05345800891518593,0.07041249424219131,0.56,0.0,600.5,0.8875260949134827,0.7737791538238525,38.51206970214844,53.60498046875,27.321142196655273,111.53089141845703,36.37778091430664,22751.779296875,65842.8671875,16570.583984375,40761.5,0.19344478845596313,0.02386265993118286,0.005828742403537035,0.003457761136814952,0.2844846546649933,184.38916015625,0.9659635424613953,0.5319421253908198,3347.650390625,9.657598223352347,0.2570899724960327,0.00044213433284312487,0.39475713184271394,0.4,0,0.5,0,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.060042571276426315,0.07084760069847107,0.09006161987781525,0.054067958146333694,0.07020238041877747,0.56,0.0,600.5,0.8837546706199646,0.771094799041748,38.38029861450195,53.470760345458984,27.179393768310547,112.99819946289062,37.05926513671875,22639.826171875,66926.3125,16636.7109375,39995.765625,0.192773699760437,0.02310149557888508,0.005953584332019091,0.0033556027337908745,0.2849474549293518,184.2237548828125,0.966113269329071,0.5333549655107634,3343.2958984375,9.679335095217839,0.2547251284122467,0.00045313211739994586,0.3944023623058159,0.4,0,0.5,1,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.059189923107624054,0.0708514004945755,0.10041342675685883,0.0532655268907547,0.07017944008111954,0.56,0.0,600.5,0.8859342932701111,0.769970715045929,38.16339874267578,52.690486907958984,27.441577911376953,103.10581970214844,34.98678970336914,22524.791015625,67903.78125,16141.326171875,40975.74609375,0.19249267876148224,0.023859530687332153,0.005732193123549223,0.003465791465714574,0.2858986258506775,183.58323669433594,0.9674153923988342,0.5302947343814979,3342.2490234375,9.654351199190886,0.25871598720550537,0.0003646899131126702,0.394554328281531,0.4,0,0.5,2,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.05998074263334274,0.07155734300613403,0.1028602346777916,0.054069165140390396,0.07093632221221924,0.56,0.0,600.5,0.8861632943153381,0.7715458869934082,38.57416534423828,53.55019760131836,27.493818283081055,111.00733184814453,38.06824493408203,22768.00390625,64317.71875,16621.376953125,40158.01171875,0.19288647174835205,0.024753907695412636,0.005931207910180092,0.0035019314382225275,0.28592491149902344,184.49452209472656,0.9664778709411621,0.5340291107977793,3325.575927734375,9.626053427010765,0.25862234830856323,0.0004281163273844868,0.3943517329910141,0.4,0,0.5,3,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.05898674577474594,0.07118705660104752,0.09085547924041748,0.053124960511922836,0.07057151198387146,0.56,0.0,600.5,0.8874177932739258,0.7744202017784119,37.46989440917969,51.60943603515625,27.025035858154297,100.102294921875,35.52578353881836,22686.50390625,64332.62109375,15390.408203125,39043.3125,0.19360505044460297,0.02431333437561989,0.005930391605943441,0.003488977439701557,0.28226661682128906,184.900634765625,0.9689062237739563,0.5320285952800299,3361.86865234375,9.673358609145675,0.25926345586776733,0.00040134668233804405,0.3944023623058159,0.4,0,0.5,4,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.0589912049472332,0.07125164568424225,0.08998988568782806,0.05309898033738136,0.07067160308361053,0.56,0.0,600.5,0.8861357569694519,0.7740046977996826,38.24961853027344,53.52520751953125,26.896881103515625,111.17466735839844,37.88139343261719,22843.421875,63703.5390625,16601.56640625,40971.58203125,0.19350117444992065,0.024974314495921135,0.0059750317595899105,0.0034744723234325647,0.28190362453460693,184.24436950683594,0.9696614742279053,0.5322829454483818,3352.68115234375,9.685912565003898,0.25555872917175293,0.0003873862442560494,0.39394716593998463,0.4,0,0.5,5,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.059726372361183167,0.07106621563434601,0.09570687264204025,0.05374322831630707,0.07047757506370544,0.56,0.0,600.5,0.8827114105224609,0.769782304763794,37.647335052490234,52.07177734375,26.964832305908203,107.48575592041016,37.01072692871094,22543.462890625,66215.578125,15844.27734375,38908.65234375,0.1924455761909485,0.02302468568086624,0.005763961002230644,0.0033064207527786493,0.2833070456981659,182.90084838867188,0.9671940207481384,0.5291993870084681,3325.3671875,9.621508971035354,0.2577905058860779,0.0004482756194192916,0.3942505133470226,0.4,0,0.5,6,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.060492292046546936,0.07081934809684753,0.09793490171432495,0.054509472101926804,0.07024011015892029,0.56,0.0,600.5,0.8853201866149902,0.7707758545875549,38.805809020996094,54.11201095581055,27.446826934814453,111.48191833496094,37.9946403503418,22808.16796875,65248.07421875,16890.19921875,40872.33984375,0.19269396364688873,0.023215018212795258,0.005927186459302902,0.003391071455553174,0.2849884033203125,184.0892333984375,0.9651041626930237,0.5344845717861704,3329.652587890625,9.667310781881366,0.25383052229881287,0.0004745114129036665,0.39414934565050036,0.4,0,0.5,7,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.06139962002635002,0.07935157418251038,0.10648583620786667,0.055637210607528687,0.07852828502655029,0.58,0.0,600.5,0.8749511241912842,0.7421165704727173,36.25149917602539,48.09789276123047,27.733707427978516,99.6264419555664,34.48807907104492,21547.310546875,63277.50390625,14214.0732421875,36021.65625,0.18552914261817932,0.024702908471226692,0.006265645381063223,0.003384226467460394,0.28721120953559875,187.1681671142578,0.9671419262886047,0.5220597848627316,3522.007080078125,9.823777130022282,0.25867676734924316,0.0006370068294927478,0.4435460583309269,0.45,0,0.5,0,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.06072377413511276,0.07937447726726532,0.1059301495552063,0.05497144162654877,0.07868755608797073,0.58,0.0,600.5,0.8714382648468018,0.7466155290603638,35.35297393798828,47.2257080078125,26.752235412597656,97.87913513183594,34.15349578857422,21615.935546875,62411.85546875,13697.048828125,35138.75390625,0.18665388226509094,0.024823928251862526,0.006362233776599169,0.003172396682202816,0.2831719219684601,186.8467254638672,0.9651106595993042,0.522211989134299,3560.76123046875,9.951858946476046,0.26015129685401917,0.0006634319433942437,0.4441873915558126,0.45,0,0.5,1,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.060362547636032104,0.07915043830871582,0.10533860325813293,0.05472414568066597,0.07846543192863464,0.58,0.0,600.5,0.8780809044837952,0.7487345933914185,35.7570915222168,47.522499084472656,27.269603729248047,99.69789123535156,35.48350524902344,21693.41796875,63127.4140625,13895.373046875,33912.3125,0.18718364834785461,0.027821645140647888,0.006410690024495125,0.003527628490701318,0.28279128670692444,187.71676635742188,0.964759111404419,0.5189595440393043,3531.083251953125,9.76199047547663,0.26106980443000793,0.0006127872038632631,0.44380236925744004,0.45,0,0.5,2,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.059248797595500946,0.07957344502210617,0.10584041476249695,0.05353599414229393,0.07891810685396194,0.58,0.0,600.5,0.8697360157966614,0.7424492239952087,35.68611145019531,47.648380279541016,27.038265228271484,100.94841766357422,34.44036865234375,21585.337890625,62791.05859375,13987.595703125,34221.078125,0.18561230599880219,0.026503127068281174,0.006351150572299957,0.0033301785588264465,0.27937576174736023,184.8162841796875,0.9648893475532532,0.5152234677342407,3525.780029296875,9.829028068983881,0.2599793076515198,0.00046818458940833807,0.4438664932813177,0.45,0,0.5,3,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.06130574643611908,0.07942960411310196,0.11005513370037079,0.05551394447684288,0.0786791518330574,0.58,0.0,600.5,0.871006190776825,0.7421725392341614,35.50852966308594,46.97013854980469,27.271934509277344,98.0078125,34.28761672973633,21474.625,62625.91015625,13566.6884765625,34699.89453125,0.18554313480854034,0.024214187636971474,0.006348081398755312,0.0033412822522222996,0.2863866984844208,186.31216430664062,0.9663606882095337,0.5215585377515373,3546.263427734375,9.92733740279239,0.2564312517642975,0.0006049773655831814,0.4439947969359734,0.45,0,0.5,4,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.060011982917785645,0.0785667821764946,0.10700328648090363,0.054196324199438095,0.07791812717914581,0.58,0.0,600.5,0.8699394464492798,0.7439477443695068,36.42041015625,49.45374298095703,26.892791748046875,108.59747314453125,34.00794219970703,21791.34765625,63532.43359375,15152.517578125,36963.75,0.1859869360923767,0.024695077911019325,0.006684321444481611,0.003312308108434081,0.28259703516960144,186.10647583007812,0.962389349937439,0.5217311916831573,3549.80615234375,9.9515319004263,0.2508476972579956,0.0005671423277817667,0.4435460583309269,0.45,0,0.5,5,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.06127474457025528,0.07874637097120285,0.1064818724989891,0.055379338562488556,0.07800879329442978,0.6,0.0,600.5,0.8663121461868286,0.7392716407775879,36.0446662902832,48.45271301269531,27.030244827270508,102.33707427978516,34.59324264526367,21555.92578125,63542.46484375,14518.4541015625,34813.48046875,0.18481791019439697,0.02319035492837429,0.006609691772609949,0.0031696907244622707,0.2851395905017853,185.2637481689453,0.9663541913032532,0.5220261469538939,3538.5107421875,9.970622834360855,0.2535472512245178,0.0005176101694814861,0.4441231747867573,0.45,0,0.5,6,1200
/home/iams/ramlab_ws/src/unitree_rl_mjlab/logs/rsl_rl/h1_2_velocity_a1_v2/2026-08-26_10-02-56_a1a_fullmirror_jacc1e-7_standing15_s42/model_10000.pt,td3,"['velocity', 'orientation', 'height']",8,42,0.05899285525083542,0.07928743213415146,0.09927473962306976,0.05341784656047821,0.07851940393447876,0.58,0.0,600.5,0.8781605958938599,0.7505768537521362,36.13772964477539,48.31050491333008,27.336885452270508,103.55699157714844,34.700775146484375,21854.75390625,64287.16015625,14403.6181640625,34952.625,0.18764421343803406,0.028384199365973473,0.006508666090667248,0.0036352185998111963,0.28092336654663086,188.53262329101562,0.9628255367279053,0.5196111158925024,3564.7861328125,9.82483784396406,0.25984859466552734,0.0006758894305676222,0.4441873915558126,0.45,0,0.5,7,1200
